00216744-n	gla:gloss	NO_GLOSS	EOMW
00217400-n	gla:lemma	dòrtadh-fala	EOMW
00217400-n	gla:gloss	NO_GLOSS	EOMW
00218685-n	gla:lemma	fèin-mhurt	EOMW
00218685-n	gla:gloss	NO_GLOSS	EOMW
00221793-n	gla:lemma	tachdadh	EOMW
00221793-n	gla:gloss	NO_GLOSS	EOMW
00223795-n	gla:lemma	ìobairt	EOMW
00223795-n	gla:gloss	NO_GLOSS	EOMW
00224381-n	gla:lemma	dì-cheannadh	EOMW
00224381-n	gla:gloss	NO_GLOSS	EOMW
00231635-n	gla:lemma	toiseach	EOMW
00231635-n	gla:gloss	NO_GLOSS	EOMW
00233278-n	gla:lemma	stèidheachadh	EOMW
00233278-n	gla:gloss	NO_GLOSS	EOMW
00235649-n	gla:lemma	briseadh an fhearainn	DS
